study_id,series_id,series_description,x_scale,y_scale,mean,std
1346363777,2749281573,Sagittal T1,2.2857142857142856,2.2857142857142856,413.25043025022507,545.5070294550491
1347125628,1073921305,Sagittal T1,1.7142857142857142,1.7142857142857142,78.13225446428571,101.58072423745223
1347125628,2367398314,Axial T2,1.4285714285714286,1.4285714285714286,93.56017160022253,108.27978668097293
1347125628,3682123259,Sagittal T2/STIR,2.857142857142857,2.857142857142857,61.547046396683676,80.84697791755123
1348555135,2227539665,Sagittal T2/STIR,1.7142857142857142,1.7142857142857142,152.49994906816895,182.2456964266466
1348555135,2405804085,Sagittal T1,1.4285714285714286,1.4285714285714286,205.88552849525226,225.7734516826571
1348555135,2736309328,Axial T2,1.1428571428571428,1.1428571428571428,175.18039863317486,191.57563700188857
1353517692,1619012544,Sagittal T2/STIR,2.0625,2.0,61.021154536033166,60.02229845061415
1353517692,1762986309,Sagittal T1,2.2857142857142856,2.2857142857142856,137.04239676339284,225.05848150081198
1353517692,2646279766,Axial T2,2.857142857142857,2.857142857142857,204.24738693384194,195.2410671021353
1354411109,963348196,Axial T2,1.4285714285714286,1.4285714285714286,123.90454998405612,118.55213369334756
1354411109,1001602554,Sagittal T1,1.1428571428571428,1.1428571428571428,85.60571525073846,112.5919118762639
1354411109,1787804538,Axial T2,1.4285714285714286,1.4285714285714286,108.37225685586735,109.15016008981848
1354411109,3679776577,Sagittal T2/STIR,1.7142857142857142,1.7142857142857142,73.56517689312567,101.84329923727113
1360027517,124253530,Sagittal T1,2.2857142857142856,2.2857142857142856,328.3662215667517,251.47292583930437
1360027517,520917521,Sagittal T2/STIR,2.2857142857142856,2.2857142857142856,253.0849848533163,210.5634409347011
1360027517,2917513208,Axial T2,1.1428571428571428,1.1428571428571428,313.39995349702383,194.21433431270617
1365152406,406090885,Sagittal T1,1.1428571428571428,1.1428571428571428,189.34662810436674,234.61230473220812
1365152406,2498865203,Sagittal T2/STIR,1.1428571428571428,1.1428571428571428,196.7951809630102,236.77931689309122
1365152406,3046830788,Axial T2,1.1428571428571428,1.1428571428571428,186.2267406962785,212.8350112023833
1367214681,1628984543,Sagittal T1,1.7142857142857142,1.7142857142857142,116.28244047619047,145.33965912685792
1367214681,1654977366,Axial T2,2.857142857142857,2.857142857142857,111.94985130601154,117.68810942752607
1367214681,3018343969,Sagittal T2/STIR,1.4285714285714286,1.4285714285714286,31.422872821003402,41.494220243570055
1367470327,2152000867,Axial T2,1.4285714285714286,1.4285714285714286,38.29404330091412,37.031163127420925
1367470327,2618650591,Sagittal T1,1.4285714285714286,1.4285714285714286,124.98850977891156,120.13765012679234
1367470327,3111450149,Sagittal T2/STIR,1.4285714285714286,1.4285714285714286,53.00319674744898,72.92583368921025
1373010257,2466299608,Sagittal T1,1.1428571428571428,1.1428571428571428,461.2442895126801,532.1784876238387
1373010257,2581147455,Axial T2,2.2857142857142856,2.2857142857142856,297.2955098054847,276.84892566752524
1373010257,3495079754,Axial T2,1.1428571428571428,1.1428571428571428,292.0243872995627,261.28815654414876
1373010257,3707534134,Sagittal T2/STIR,1.7142857142857142,1.7142857142857142,348.01971061862247,398.04665083670244
1375057718,437065953,Sagittal T2/STIR,2.2857142857142856,2.2857142857142856,180.76137282479957,177.620849096108
1375057718,3611894082,Sagittal T1,2.2857142857142856,2.2857142857142856,245.85030407252188,240.64326929982875
1375057718,3723024670,Axial T2,2.2857142857142856,2.2857142857142856,242.8275098320578,189.83777000886838
1375978793,56587124,Axial T2,1.2142857142857142,1.2142857142857142,2331.2288069993624,2268.0293225862238
1375978793,886132449,Sagittal T2/STIR,3.4285714285714284,3.4285714285714284,1581.7957872499328,2206.7713673210205
1375978793,2674598376,Sagittal T1,1.4285714285714286,1.4285714285714286,1571.1210255689448,2138.5808059947617
1378385941,2349024780,Sagittal T2/STIR,1.7142857142857142,1.7142857142857142,70.1334554997986,87.11900930969459
1378385941,2587507993,Axial T2,1.4285714285714286,1.4285714285714286,103.5495773396164,102.05115693090467
1378385941,2729244584,Sagittal T1,2.2857142857142856,2.2857142857142856,104.0403233250537,111.79014058339699
1378385941,3875684276,Axial T2,1.4285714285714286,1.4285714285714286,133.25587208886787,124.4057741066843
1382379752,1610127230,Sagittal T2/STIR,2.2857142857142856,2.2857142857142856,362.1787109375,344.7653696088016
1382379752,2752107315,Sagittal T1,2.2857142857142856,2.2857142857142856,467.3649640764509,467.4695551854946
1382379752,3894929503,Axial T2,2.2857142857142856,2.2857142857142856,509.5231446419714,401.8218094280411
1382905170,593005698,Sagittal T1,2.2857142857142856,2.2857142857142856,144.60259752338436,195.55097532830652
1382905170,2230825407,Sagittal T2/STIR,1.4285714285714286,1.4285714285714286,27.603405346513604,41.91079696894832
1382905170,2949292875,Axial T2,1.7142857142857142,1.7142857142857142,212.8941426179847,215.62219220273258
1382950184,743853343,Axial T2,1.4285714285714286,1.4285714285714286,52.20022475431934,31.78892366017652
1382950184,1386910875,Sagittal T1,1.4285714285714286,1.4285714285714286,156.6610638245683,93.2550994898615
1382950184,3063966192,Sagittal T2/STIR,1.4285714285714286,1.4285714285714286,78.982596644427,53.429145851590356
1383495058,2180627033,Sagittal T1,2.2857142857142856,2.2857142857142856,105.69788967833227,199.23410736207512
1383495058,2595899035,Axial T2,2.857142857142857,2.857142857142857,226.87049359838275,220.68749152126725
1383495058,4245579384,Sagittal T2/STIR,2.0625,2.0,66.52928068199937,82.9946697781189
1384039220,792807367,Sagittal T2/STIR,2.2857142857142856,2.2857142857142856,202.7653345936589,234.8020064061407
1384039220,2078798053,Sagittal T1,2.2857142857142856,2.2857142857142856,348.8748889622813,372.50153818831785
1384039220,2995333405,Axial T2,2.2857142857142856,2.2857142857142856,270.9603704958546,272.97984315948855
1387631768,1355036926,Sagittal T1,3.392857142857143,2.857142857142857,203.15213875728864,217.0574544832189
1387631768,1374740011,Sagittal T2/STIR,2.0357142857142856,1.7142857142857142,191.08956852830417,204.7740769929749
1387631768,2159032211,Axial T2,1.4285714285714286,1.4285714285714286,184.01873963647958,177.20510387591614
1387631768,2692567377,Axial T2,1.4285714285714286,1.4285714285714286,172.36204958545918,166.5585298478925
1388399428,1048222662,Sagittal T2/STIR,2.0,2.0,82.1750161653203,75.02301067760138
1388399428,1119329282,Axial T2,1.4285714285714286,1.4285714285714286,239.00051772306935,249.76277300445844
1388399428,4181218400,Sagittal T1,2.2857142857142856,2.2857142857142856,137.6375081933815,213.90413259818274
1395246421,679041249,Axial T2,1.4285714285714286,1.4285714285714286,109.80645461309524,126.78166730941241
1395246421,763239197,Sagittal T1,1.4285714285714286,1.4285714285714286,101.87480369100766,119.03120939610363
1395246421,2151810587,Sagittal T2/STIR,1.7142857142857142,1.7142857142857142,99.57633629623724,114.11417739334942
1395773918,2278678071,Sagittal T1,2.2857142857142856,2.2857142857142856,189.6477613087646,157.6764803147631
1395773918,3877940593,Axial T2,2.2857142857142856,2.2857142857142856,215.88144232302295,142.5538475577702
1395773918,4174470410,Sagittal T2/STIR,2.2857142857142856,2.2857142857142856,129.80238275555757,110.33017734327797
1400326269,407272355,Axial T2,2.2857142857142856,2.2857142857142856,343.10388532366073,292.3151703006835
1400326269,1738351207,Axial T2,2.2857142857142856,2.2857142857142856,239.4331652582908,244.61048386925665
1400326269,2675845077,Sagittal T1,2.2857142857142856,2.2857142857142856,247.87436058407738,317.45802473882253
1400326269,3939069145,Sagittal T2/STIR,2.2857142857142856,2.2857142857142856,174.38277762276786,243.14418768693213
1406734395,318856188,Axial T2,2.2857142857142856,2.2857142857142856,243.08208083157044,155.13458374137045
1406734395,3020954063,Sagittal T2/STIR,2.2857142857142856,2.2857142857142856,54.50323912459721,26.02126081103504
1406734395,4285079159,Sagittal T1,2.2857142857142856,2.2857142857142856,380.6079966937433,294.86145267337565
1406775031,1520587895,Sagittal T2/STIR,2.0,2.0,54.59217886373299,72.08045027419398
1406775031,2247587670,Sagittal T1,2.857142857142857,2.857142857142857,69.58175887542517,90.25714031830408
1406775031,4035604295,Axial T2,1.4285714285714286,1.4285714285714286,101.83880864357462,117.34100584140685
1408642922,679345222,Sagittal T1,2.2857142857142856,2.2857142857142856,142.0351927880527,211.89544540969874
1408642922,816587631,Axial T2,1.4285714285714286,1.4285714285714286,253.45236616167693,242.20984034989493
1408642922,2290485467,Sagittal T2/STIR,2.0,2.0,67.47521169926304,71.84938256627797
1413351882,239332121,Axial T2,1.7142857142857142,1.7142857142857142,192.9213088111665,250.96942106286917
1413351882,670852760,Sagittal T2/STIR,1.4285714285714286,1.4285714285714286,25.563783482142856,41.660252897255965
1413351882,1273925869,Sagittal T1,2.2857142857142856,2.2857142857142856,119.96097071641157,194.95588208338583
1414872844,74483548,Sagittal T2/STIR,2.5714285714285716,2.5714285714285716,142.86279059614918,187.15203535187993
1414872844,1581006139,Axial T2,2.0,2.0,196.195774872449,218.40134596793337
1414872844,3285982057,Sagittal T1,2.0,2.0,195.4264863869655,245.82725829005867
1414872844,3763218528,Axial T2,2.0,2.0,228.7472975127551,269.46279246106917
1416584342,1112902947,Axial T2,1.7142857142857142,1.7142857142857142,170.9078825866284,189.75395276304204
1416584342,1844344103,Sagittal T1,2.2857142857142856,2.2857142857142856,139.57874415391157,183.27078352246482
1416584342,2020066162,Sagittal T2/STIR,1.4285714285714286,1.4285714285714286,27.373009672619048,34.516216051941974
1417061937,497009237,Axial T2,2.857142857142857,2.857142857142857,228.1553863732993,232.02751428703172
1417061937,2671846980,Sagittal T2/STIR,2.1875,2.0,73.71563430059524,91.98919257635244
1417061937,4245114758,Sagittal T1,2.2857142857142856,2.2857142857142856,107.86559643388605,193.66373424101113
1418464479,125908169,Sagittal T1,1.4285714285714286,1.4285714285714286,324.32071821474125,272.02570680515265
1418464479,1886634409,Sagittal T2/STIR,1.4285714285714286,1.4285714285714286,226.11414108053935,180.0242240960924
1418464479,2104059359,Axial T2,1.4464285714285714,1.7142857142857142,312.9791500584609,203.11746864819335
1419448504,2269761263,Axial T2,2.0,2.0,163.40315838249361,199.40951577633479
1419448504,2702305151,Sagittal T2/STIR,2.5714285714285716,2.5714285714285716,111.88971866648446,152.41219232356408
1419448504,2845952470,Sagittal T1,2.0,2.0,123.3681640625,174.23079200989218
1422523769,393151535,Axial T2,2.857142857142857,2.857142857142857,62.736667928890306,41.8650545883962
1422523769,936512309,Sagittal T2/STIR,3.5,3.142857142857143,118.79739051870749,105.4527363042904
1422523769,1844925910,Sagittal T1,3.8035714285714284,3.4285714285714284,297.11982355442177,239.11308074415766
1423031356,12078898,Axial T2,2.2857142857142856,2.2857142857142856,166.68474857390873,106.71512880844915
1423031356,875824218,Sagittal T1,2.2857142857142856,2.2857142857142856,104.91731106505102,119.2831751452546
1423031356,2003115466,Sagittal T2/STIR,2.2857142857142856,2.2857142857142856,93.40494260204082,95.20335226972742
1425509806,57120628,Axial T2,2.857142857142857,2.857142857142857,260.5714851071168,259.02565190866204
1425509806,273699315,Sagittal T2/STIR,2.0,2.0,74.38442571038833,80.88040845726727
1425509806,1371272554,Sagittal T1,2.357142857142857,2.2857142857142856,103.46821521577381,197.74881503856258
1425679446,267682014,Axial T2,1.7142857142857142,1.7142857142857142,240.0337176774119,243.32244006542194
1425679446,1752174327,Sagittal T2/STIR,1.4285714285714286,1.4285714285714286,33.70269717261905,43.806211018346865
1425679446,3623899442,Sagittal T1,2.2857142857142856,2.2857142857142856,152.8126953125,212.95670950803637
1425886222,2725495179,Sagittal T2/STIR,2.0,2.0,74.42507249481824,70.29526079131803
1425886222,3426276339,Axial T2,2.857142857142857,2.857142857142857,301.94994546027255,262.2942025397416
1425886222,4000384161,Sagittal T1,2.2857142857142856,2.2857142857142856,138.0692761479592,235.66283592592447
1429265968,1581470995,Sagittal T2/STIR,1.4285714285714286,1.4285714285714286,22.128569657029477,27.782806810788745
1429265968,1723599705,Sagittal T1,1.7142857142857142,1.7142857142857142,90.3450620482568,125.34851019767034
1429265968,2143440552,Axial T2,1.7142857142857142,1.7142857142857142,128.3808734919749,136.71303100498164
1431195383,37628022,Sagittal T1,2.2857142857142856,2.2857142857142856,187.1563283907313,197.9353398623383
1431195383,3551899591,Sagittal T2/STIR,2.2857142857142856,2.2857142857142856,143.33719440901362,145.31953221033658
1431195383,4083307737,Axial T2,2.2857142857142856,2.2857142857142856,216.535334289966,134.94420996958462
1433475156,757467564,Sagittal T2/STIR,2.2857142857142856,2.2857142857142856,413.7483458227041,497.475953833239
1433475156,1882175985,Axial T2,2.2857142857142856,2.2857142857142856,410.94400086694833,398.81089564479237
1433475156,2816381204,Sagittal T1,2.2857142857142856,2.2857142857142856,681.8349587230725,792.1265971585977
1435972903,655221258,Sagittal T2/STIR,1.8214285714285714,1.7142857142857142,112.85775461679236,138.93726517860247
1435972903,1587054823,Axial T2,1.4285714285714286,1.4285714285714286,194.3465231891937,197.04853331058067
1435972903,3246798172,Sagittal T1,1.8214285714285714,1.7142857142857142,142.96229792868235,163.82625866237555
1436167447,1395541485,Sagittal T1,1.1428571428571428,1.1428571428571428,360.5883143964823,446.68910021616085
1436167447,1831215657,Axial T2,1.1428571428571428,1.1428571428571428,389.8465155984269,403.55779038140827
1436167447,2137067141,Sagittal T2/STIR,1.1428571428571428,1.1428571428571428,307.16445690118155,369.15549039530407
1438760543,737753815,Sagittal T2/STIR,2.0,2.0,102.72137956745198,116.60064889091267
1438760543,1546034596,Axial T2,1.4285714285714286,1.4285714285714286,127.27683599185413,119.20344882552507
1438760543,2072465223,Sagittal T1,1.1428571428571428,1.1428571428571428,95.05596183786014,111.55499440117013
1440537582,1269208684,Axial T2,2.2857142857142856,2.2857142857142856,380.1944700599835,291.24264894679914
1440537582,3694546203,Sagittal T1,2.2857142857142856,2.2857142857142856,423.20043132384535,416.7633247564
1440537582,4060686928,Sagittal T2/STIR,2.2857142857142856,2.2857142857142856,255.0280035328276,258.5704131346717
1444565004,1369145083,Axial T2,1.7142857142857142,1.7142857142857142,189.88443263047407,170.94398369532348
1444565004,1687142127,Sagittal T1,1.7142857142857142,1.7142857142857142,130.31131483843538,172.70193132963118
1444565004,3241458030,Sagittal T2/STIR,1.4285714285714286,1.4285714285714286,20.44854512117347,29.411550780917217
1447821731,1318563666,Axial T2,1.7142857142857142,1.7142857142857142,149.40194349224063,176.95976376832405
1447821731,2225187454,Sagittal T2/STIR,1.4285714285714286,1.4285714285714286,24.05826955782313,37.86853753945573
1447821731,2787700343,Sagittal T1,2.2857142857142856,2.2857142857142856,105.66062260841836,160.02154992197
1448430014,2326700133,Axial T2,2.2857142857142856,2.2857142857142856,371.1933328018707,319.0723073185312
1448430014,2541345095,Sagittal T1,2.2857142857142856,2.2857142857142856,313.8726682079082,378.71562357528387
1448430014,2852122975,Sagittal T2/STIR,2.2857142857142856,2.2857142857142856,221.34325839710885,264.30079337988286
1449902148,2012364208,Axial T2,2.857142857142857,2.857142857142857,271.4899123972506,232.1156178141225
1449902148,3855282869,Sagittal T1,2.357142857142857,2.2857142857142856,150.70754721159298,232.2996883893254
1449902148,3975587764,Sagittal T2/STIR,2.0625,2.0,63.15163956207483,60.86580614935091
1451886888,823647192,Sagittal T2/STIR,2.2857142857142856,2.2857142857142856,54.25510346437682,38.33511045234713
1451886888,932525514,Sagittal T1,2.2857142857142856,2.2857142857142856,213.0694982233965,156.12079041261723
1451886888,2138215358,Axial T2,2.2857142857142856,2.2857142857142856,145.3387315112343,135.94392042166686
1452809491,358572039,Sagittal T2/STIR,2.2857142857142856,2.2857142857142856,87.90699487802934,115.89125647471168
1452809491,598956325,Axial T2,1.1428571428571428,1.1428571428571428,92.70201211734694,137.56270059084616
1452809491,839623753,Axial T2,1.1428571428571428,1.1428571428571428,126.0792629942602,184.5827156196254
1452809491,2026325282,Sagittal T1,1.4285714285714286,1.4285714285714286,120.21063606106505,193.62817508878584
1452830936,603735932,Sagittal T1,2.2857142857142856,2.2857142857142856,192.4239629445528,222.01461428145205
1452830936,1604548601,Axial T2,2.2857142857142856,2.2857142857142856,239.30483425614565,185.59114014366867
1452830936,4025662051,Sagittal T2/STIR,2.2857142857142856,2.2857142857142856,117.69250942564526,117.42534727556422
1456430985,333208349,Axial T2,2.2857142857142856,2.2857142857142856,194.24011678890307,155.14910325634858
1456430985,1606673439,Sagittal T2/STIR,2.2857142857142856,2.2857142857142856,95.94551512011054,125.3701291446384
1456430985,4244336223,Sagittal T1,2.2857142857142856,2.2857142857142856,140.13095404177295,172.34755504413965
1459284649,375943350,Sagittal T2/STIR,2.2857142857142856,2.2857142857142856,50.791350446428574,59.90254838975203
1459284649,1104843171,Sagittal T1,1.4285714285714286,1.4285714285714286,155.0775111607143,187.23523515366676
1459284649,2220673463,Axial T2,1.1428571428571428,1.1428571428571428,148.19314463089924,181.3231155646199
1459964234,1720547023,Axial T2,2.2857142857142856,2.2857142857142856,187.80402127368805,118.95931543411261
1459964234,3120584487,Axial T2,1.1428571428571428,1.1428571428571428,194.67473533163266,118.71280229738736
1459964234,3418618332,Sagittal T1,2.2857142857142856,2.2857142857142856,175.90257217670722,184.6713613156637
1459964234,4153030952,Sagittal T2/STIR,2.2857142857142856,2.2857142857142856,327.45289504022765,589.2388776350566
1460690973,301524229,Sagittal T2/STIR,2.0,2.0,68.05713112067744,70.44058927735014
1460690973,2104250563,Axial T2,2.857142857142857,2.857142857142857,263.2281116623332,228.29259399307026
1460690973,2594441574,Sagittal T1,2.2857142857142856,2.2857142857142856,119.3480681335034,212.11521952649898
1461308638,705600281,Sagittal T1,2.2857142857142856,2.2857142857142856,161.70099848533164,229.69364239192385
1461308638,748142364,Axial T2,1.4285714285714286,1.4285714285714286,236.67737239336142,225.6126222103056
1461308638,1114122867,Sagittal T2/STIR,2.0,2.0,73.5350267059949,79.14126078709957
1461368679,2332227383,Sagittal T2/STIR,2.2857142857142856,2.2857142857142856,219.95942083864796,284.02583870190097
1461368679,3632133795,Sagittal T1,2.2857142857142856,2.2857142857142856,395.44464285714287,471.15118945863287
1461368679,4023264792,Axial T2,2.2857142857142856,2.2857142857142856,396.0847495762285,392.0309762420327
1465060325,759408030,Sagittal T2/STIR,2.0,2.0,83.48768003295068,103.66452820682947
1465060325,797451123,Axial T2,2.857142857142857,2.857142857142857,248.22788569948068,240.63304198618872
1465060325,4067254553,Sagittal T1,2.2857142857142856,2.2857142857142856,170.04499384389172,257.59496185517247
1466255867,1153114311,Axial T2,2.2857142857142856,2.2857142857142856,74.71860052614795,59.102832425071966
1466255867,2990668168,Sagittal T2/STIR,2.2857142857142856,2.2857142857142856,165.48829320790816,132.9245969556939
1466255867,3707657182,Sagittal T1,2.2857142857142856,2.2857142857142856,252.38219998937075,195.09334999625713
1470677009,683018823,Axial T2,1.4285714285714286,1.4285714285714286,286.15186383928574,263.93306951337223
1470677009,703393370,Sagittal T1,2.357142857142857,2.2857142857142856,118.10582195117631,212.4123447233662
1470677009,846324101,Sagittal T2/STIR,2.125,2.0,68.19541657808956,79.40488323174611
1472262122,1102496954,Sagittal T1,2.2857142857142856,2.2857142857142856,164.3009705835459,148.59352396176482
1472262122,1159384505,Sagittal T2/STIR,2.2857142857142856,2.2857142857142856,121.84423970481049,108.24414545954383
1472262122,3601361731,Axial T2,2.2857142857142856,2.2857142857142856,167.48111746651784,117.41539030355769
1474322336,1077931639,Sagittal T2/STIR,1.7142857142857142,1.7142857142857142,109.90020304996999,141.35898637450174
1474322336,2843288879,Axial T2,1.4285714285714286,1.4285714285714286,151.37996173469386,160.67007547454497
1474322336,3385463594,Axial T2,1.4285714285714286,1.4285714285714286,199.0037603635204,197.15329016183753
1474322336,3998133718,Sagittal T1,1.4285714285714286,1.4285714285714286,123.33174402573529,155.18509969238838
1476025556,510236870,Sagittal T2/STIR,1.4285714285714286,1.4285714285714286,97.96932938912173,150.4999066796768
1476025556,1091811432,Axial T2,1.4464285714285714,1.7142857142857142,169.4798891236182,188.78841822385294
1476025556,2714739145,Sagittal T1,1.4285714285714286,1.4285714285714286,142.3624997152879,180.54770442068224
1476653507,111126135,Sagittal T1,2.2857142857142856,2.2857142857142856,113.63235079187925,175.15838166385532
1476653507,964735067,Sagittal T2/STIR,2.0,2.0,70.32661143884637,68.57254387104715
1476653507,3341735922,Axial T2,2.857142857142857,2.857142857142857,232.05707054026968,211.9189473292551
1477252012,1661417803,Sagittal T1,1.4285714285714286,1.4285714285714286,1402.255239058514,1582.178835368825
1477252012,3709928012,Axial T2,1.2142857142857142,1.2142857142857142,1983.0572199494145,1783.0070148183597
1477252012,4138321801,Sagittal T2/STIR,3.4285714285714284,3.4285714285714284,1295.4512104890784,1320.4775743798814
1479862846,156786187,Sagittal T2/STIR,2.0,2.0,60.183108501552795,67.12022934539623
1479862846,1304390732,Axial T2,1.4285714285714286,1.4285714285714286,77.81987610507565,68.4798811968947
1479862846,3594727803,Sagittal T1,1.1428571428571428,1.1428571428571428,65.6494695194654,60.24283447396621
1490244055,206827643,Sagittal T1,2.2857142857142856,2.2857142857142856,135.81457768654337,186.12591740391065
1490244055,394093264,Sagittal T2/STIR,2.0,2.0,62.40660475127551,62.3864958712344
1490244055,2397493530,Axial T2,1.4285714285714286,1.4285714285714286,211.84019414451828,185.27971349383026
1497488178,1343628268,Sagittal T1,2.0,2.0,186.0089076925413,216.31483085548476
1497488178,2517384960,Axial T2,2.0,2.0,186.98850817848447,211.32448279267265
1497488178,3312070887,Sagittal T2/STIR,2.5714285714285716,2.5714285714285716,129.4699011859208,168.55533116192433
1502243484,950469699,Sagittal T1,2.4107142857142856,1.7142857142857142,188.10467155612244,198.9334729843894
1502243484,2113195241,Axial T2,1.7142857142857142,1.7142857142857142,145.87169607426304,160.43460353660853
1502243484,3389757828,Sagittal T2/STIR,2.4107142857142856,1.7142857142857142,74.70281498015873,75.62842388237212
1504031267,341705209,Sagittal T2/STIR,1.7142857142857142,1.7142857142857142,101.47424014836197,123.86310114749075
1504031267,2126877820,Axial T2,1.4285714285714286,1.4285714285714286,129.1445149437616,119.96176169452758
1504031267,2475884358,Axial T2,1.4285714285714286,1.4285714285714286,117.67228156887755,114.77081867660775
1504031267,2784380684,Sagittal T1,1.1428571428571428,1.1428571428571428,117.07233485499462,140.20273537820796
1504634575,1608219433,Axial T2,1.4285714285714286,1.4285714285714286,105.07382679634354,63.806662589824526
1504634575,1957146293,Sagittal T1,1.4285714285714286,1.4285714285714286,364.07012086685637,300.7724802253229
1504634575,2694315953,Sagittal T2/STIR,1.4285714285714286,1.4285714285714286,179.6528956534537,160.8931000018877
1504981676,1729312806,Sagittal T2/STIR,2.2857142857142856,2.2857142857142856,135.84187517082725,112.24516181263421
1504981676,2390192755,Sagittal T1,2.2857142857142856,2.2857142857142856,182.68845663265307,158.04753886494973
1504981676,3579382517,Axial T2,2.2857142857142856,2.2857142857142856,176.06083087531889,121.51624024956894
1505795551,1945771391,Sagittal T2/STIR,1.7142857142857142,1.7142857142857142,24.995995429421768,33.30552991038236
1505795551,2733545907,Sagittal T1,2.0,2.0,157.27816353103742,197.6346788547749
1505795551,3784869947,Axial T2,1.7142857142857142,1.7142857142857142,186.21297849750695,199.11692815977008
1506063459,677114139,Sagittal T1,2.2857142857142856,2.2857142857142856,162.60290842899659,207.80521568429182
1506063459,1169993810,Axial T2,1.7142857142857142,1.7142857142857142,207.1152682557398,225.69311914634764
1506063459,2935542429,Sagittal T2/STIR,1.4285714285714286,1.4285714285714286,26.323832110969388,35.20544050559376
1510451897,918984479,Axial T2,1.4285714285714286,1.4285714285714286,107.55902224170919,134.88218172729543
1510451897,1488857550,Sagittal T2/STIR,1.4285714285714286,1.4285714285714286,72.40198266806723,102.07656904690447
1510451897,1608797316,Sagittal T1,1.4285714285714286,1.4285714285714286,102.27042926545619,121.48455595367584
1518597578,619079412,Sagittal T1,2.2857142857142856,2.2857142857142856,155.75037866709184,230.33898534182978
1518597578,717338000,Sagittal T2/STIR,1.4285714285714286,1.4285714285714286,35.83586176658163,56.953944494597096
1518597578,1083623393,Axial T2,1.7142857142857142,1.7142857142857142,225.5702076516748,235.35638584177582
1520513106,1106343898,Axial T2,1.7142857142857142,1.7142857142857142,159.81569292756166,181.13313806403244
1520513106,1778965140,Sagittal T1,2.2857142857142856,2.2857142857142856,114.04375656512605,149.97472299009505
1520513106,3270338160,Sagittal T2/STIR,1.4285714285714286,1.4285714285714286,31.256600296368546,49.501702875359875
1524089207,2221300812,Axial T2,1.1428571428571428,1.1428571428571428,213.54316986027365,217.3579861269919
1524089207,2330513520,Sagittal T1,1.4285714285714286,1.4285714285714286,262.37536759495464,265.87566377952805
1524089207,3227377596,Sagittal T2/STIR,1.7142857142857142,1.7142857142857142,190.23590295493196,208.6980520709185
1525013622,1497771265,Axial T2,2.857142857142857,2.857142857142857,212.77623325892858,231.94768319633718
1525013622,3130485884,Sagittal T1,3.392857142857143,2.857142857142857,242.99090592419032,298.9545908304167
1525013622,3185101992,Axial T2,2.7142857142857144,2.7142857142857144,249.21467391304347,261.33789232939654
1525013622,3726948654,Axial T2,2.857142857142857,2.857142857142857,223.6666948341837,243.91623910237104
1525013622,3963700087,Sagittal T2/STIR,3.732142857142857,3.142857142857143,215.94968666814552,267.5065695752961
1525303131,406146926,Sagittal T1,2.2857142857142856,2.2857142857142856,223.48192220526605,183.28800271039455
1525303131,1885363841,Sagittal T2/STIR,2.2857142857142856,2.2857142857142856,115.78841477997449,131.83838867579945
1525303131,3825715372,Axial T2,2.2857142857142856,2.2857142857142856,272.63119060905615,246.36377212957746
1526636609,1497385254,Sagittal T1,1.7142857142857142,1.7142857142857142,91.30143362032312,140.82114931483855
1526636609,1807934690,Axial T2,1.4285714285714286,1.4285714285714286,110.95728947149512,127.64486816818938
1526636609,3743506451,Sagittal T2/STIR,2.857142857142857,2.857142857142857,86.2085512329932,121.46560410527923
1529391466,966318841,Axial T2,2.142857142857143,2.142857142857143,86.46026785714285,86.88298842038908
1529391466,2665059821,Sagittal T2/STIR,3.1785714285714284,2.857142857142857,87.01195439113145,88.9727403245225
1529391466,3179175659,Sagittal T1,2.857142857142857,2.5714285714285716,185.14138819590337,167.91770805953783
1529405332,372716479,Sagittal T1,1.7142857142857142,1.7142857142857142,129.74627976190476,163.64901418988825
1529405332,1874429556,Sagittal T2/STIR,1.4285714285714286,1.4285714285714286,21.31941831420068,26.82705046083567
1529405332,4218128326,Axial T2,1.7142857142857142,1.7142857142857142,161.42386979649814,164.1086640761224
1531171418,1629244404,Axial T2,2.857142857142857,2.857142857142857,196.04748159206864,209.64545658992876
1531171418,3146554359,Sagittal T1,2.2857142857142856,2.2857142857142856,133.99066175949545,232.7334522186585
1531171418,4058275402,Sagittal T2/STIR,2.0625,2.0,78.07575666985544,81.66522659137719
1531615123,665872400,Axial T2,2.857142857142857,2.857142857142857,329.20657546306563,258.9578464670089
1531615123,2061239309,Sagittal T2/STIR,2.0,2.0,64.60499707695578,67.61673406563206
1531615123,2642013991,Sagittal T1,2.2857142857142856,2.2857142857142856,157.79550648384352,242.1167385417928
1536303104,535603184,Sagittal T1,2.2857142857142856,2.2857142857142856,132.72489503613946,105.03734051098061
1536303104,650362227,Sagittal T2/STIR,2.2857142857142856,2.2857142857142856,99.38695569373583,88.13977819763905
1536303104,4242621225,Axial T2,2.2857142857142856,2.2857142857142856,109.984609375,74.87998821194492
1536658951,2658976022,Sagittal T1,2.2857142857142856,2.2857142857142856,180.07408588435374,258.24090106769853
1536658951,3234085770,Sagittal T2/STIR,2.2857142857142856,2.2857142857142856,92.3461150085034,134.6953199898722
1536658951,3341520560,Axial T2,2.2857142857142856,2.2857142857142856,215.14599709024236,211.0370736843376
1537608176,924861704,Sagittal T2/STIR,3.732142857142857,3.142857142857143,150.71967911048347,199.69056626196874
1537608176,1647068285,Sagittal T1,3.392857142857143,2.857142857142857,168.8938166226312,220.73925885634898
